portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0000260	portal	HospC19vAllandMild	Hospitalized COVID-19 vs population and mild COVID-19 cases	COVID-19	phenotype
PORTAL:0000261	portal	HospvNonHospC19	Hospitalized vs non-hospitalized COVID-19	COVID-19	phenotype
PORTAL:0000262	portal	PredC19vPredNoC19	Predicted COVID-19 vs predicted COVID-19 negative	COVID-19	phenotype
PORTAL:0000263	portal	SevereC19vAll	Very severe respiratory confirmed COVID-19 vs population	COVID-19	phenotype
PORTAL:0000264	portal	SevereC19vAllandMild	Very severe COVID-19 vs population and mild COVID-19 cases	COVID-19	phenotype
PORTAL:0000265	portal	SeverevNonHospC19	Very severe respiratory confirmed vs non-hospitalized COVID-19	COVID-19	phenotype
PORTAL:0000266	portal	AlbInT2D	Albuminuria in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000267	portal	AnyCVDinT2D	Cardiovascular disease in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000268	portal	CADinT1D	Coronary artery disease in type 1 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000269	portal	CADinT2D	Coronary artery disease in type 2 diabetes (CAD in T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000270	portal	CKD_DNinT2D	Chronic kidney disease (CKD) and diabetic nephropathy in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000271	portal	CKDinT2D	Chronic kidney disease (CKD) in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000272	portal	CVDinT2D	Coronary heart disease or stroke or peripheral vascular disease in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000273	portal	ClaudicationinT2D	Claudication in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000274	portal	DME	Diabetic macular edema	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000275	portal	DRvNoDR	Diabetic retinopathy (DR) vs no DR	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000276	portal	DRvNoDRwDoD	Diabetic retinopathy (DR) vs no DR acct DoD-GC	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000277	portal	DiabeticNephro	Diabetic nephropathy	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000278	portal	DiabeticRetino	Diabetic retinopathy	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000279	portal	ESRDinT2D	End-stage renal disease in type 2 diabetes (ESRD in T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000280	portal	HypertensioninT2D	Hypertension in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000281	portal	MIinT2D	Myocardial infarction in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000282	portal	MacroInT2D	Macroalbuminuria in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000283	portal	MicroInT2D	Microalbuminuria in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000284	portal	NAFLDinT2D	NAFLD in type 2 diabetes (T2D)	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000285	portal	NPDRvNoDR	Non-proliferative diabetic retinopathy vs no DR	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000286	portal	NPDRvNoDRwDoD	Non-proliferative diabetic retinopathy vs no DR acct DoD-GC	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000287	portal	NeuropathyinT2D	Neuropathy in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000288	portal	PDRvNoDR	Proliferative diabetic retinopathy vs no DR	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000289	portal	PDRvNoDRwDoD	Proliferative diabetic retinopathy vs no DR acct DoD-GC	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000290	portal	PDRvNoPDR	Proliferative diabetic retinopathy (PDR) vs no PDR	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000291	portal	PDRvNoPDRwDoD	Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000292	portal	PVDinT2D	Peripheral vascular disease in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000293	portal	PolyneuropathyDM	Polyneuropathy in diabetes	DIABETIC_COMPLICATIONS	phenotype
PORTAL:0000294	portal	StrokeinT2D	Stroke in type 2 diabetes	DIABETIC_COMPLICATIONS	stratified
PORTAL:0000295	portal	BarretsEsophagus	Barrett's esophagus	DIGESTIVE	phenotype
PORTAL:0000296	portal	DiverticularDisease	Diverticular disease	DIGESTIVE	disease
PORTAL:0000297	portal	DiverticularDiseaseAgeO	Diverticular disease age of onset	DIGESTIVE	disease
PORTAL:0000298	portal	GERD	Gastroesophageal reflux disease (GERD)	DIGESTIVE	disease
PORTAL:0000299	portal	Hemorrhoids	Hemorrhoids	DIGESTIVE	phenotype
PORTAL:0000300	portal	IBS	Irritable bowel syndrome (IBS)	DIGESTIVE	disease
PORTAL:0000301	portal	Meconium_ileus_inCF	Meconium ileus in cystic fibrosis	DIGESTIVE	stratified
PORTAL:0000302	portal	PepticUlcers	Peptic ulcers	DIGESTIVE	phenotype
PORTAL:0000303	portal	StoolFreq	Stool frequency	DIGESTIVE	phenotype
PORTAL:0000304	portal	LongQT	Long QT syndrome	ECG_TRAITS	disease
PORTAL:0000305	portal	PRI	PR interval	ECG_TRAITS	phenotype
PORTAL:0000306	portal	Pwave_duration	P-wave duration	ECG_TRAITS	phenotype
PORTAL:0000307	portal	QRS	QRS interval	ECG_TRAITS	phenotype
PORTAL:0000308	portal	QTc	Corrected QT interval (QTc)	ECG_TRAITS	phenotype
PORTAL:0000309	portal	RRinterval	RR interval	ECG_TRAITS	phenotype
PORTAL:0000310	portal	BMI_GIANT	BMI	GIANT_PHENOTYPES	phenotype
PORTAL:0000311	portal	HEIGHT_GIANT	HEIGHT	GIANT_PHENOTYPES	phenotype
PORTAL:0000312	portal	WHRU_GIANT	WHRU	GIANT_PHENOTYPES	phenotype
PORTAL:0000313	portal	WHRU_female_GIANT	WHRU (females)	GIANT_PHENOTYPES	phenotype
PORTAL:0000314	portal	WHRU_male_GIANT	WHRU (males)	GIANT_PHENOTYPES	phenotype
PORTAL:0000315	portal	WHRadjBMI_GIANT	WHRadjBMI	GIANT_PHENOTYPES	adjusted
PORTAL:0000316	portal	WHRadjBMI_female_GIANT	WHRadjBMI (females)	GIANT_PHENOTYPES	adjusted
PORTAL:0000317	portal	WHRadjBMI_male_GIANT	WHRadjBMI (males)	GIANT_PHENOTYPES	adjusted
PORTAL:0000318	portal	2hrCPEP	Two-hour (2hr) C-peptide	GLYCEMIC	phenotype
PORTAL:0000319	portal	2hrG	Two-hour (2hr) glucose	GLYCEMIC	phenotype
PORTAL:0000320	portal	2hrGadjBMI	Two-hour glucose adj BMI	GLYCEMIC	adjusted
PORTAL:0000321	portal	2hrI	Two-hour (2hr) insulin	GLYCEMIC	phenotype
PORTAL:0000322	portal	AIR	Acute insulin response	GLYCEMIC	phenotype
PORTAL:0000323	portal	AIRadjBMInSI	Acute insulin response adj BMI-SI	GLYCEMIC	adjusted
PORTAL:0000324	portal	AIRadjSI	Acute insulin response adj SI	GLYCEMIC	adjusted
PORTAL:0000325	portal	AUCins	Area under the curve (AUC) for insulin	GLYCEMIC	phenotype
PORTAL:0000326	portal	AUCinsAUCgluc	AUCins over AUCgluc	GLYCEMIC	phenotype
PORTAL:0000327	portal	AcqHypoThyroid	Acquired hypothyroidism	GLYCEMIC	phenotype
PORTAL:0000328	portal	Adiponectin	Adiponectin	GLYCEMIC	phenotype
PORTAL:0000329	portal	AdiponectinadjBMI	Adiponectin adj BMI	GLYCEMIC	adjusted
PORTAL:0000330	portal	AdrenalHyper	Adrenal hyperfunction	GLYCEMIC	phenotype
PORTAL:0000331	portal	AdrenalHypo	Adrenal hypofunction	GLYCEMIC	phenotype
PORTAL:0000332	portal	BIGTT-AIR	BIGTT acute insulin response	GLYCEMIC	phenotype
PORTAL:0000333	portal	BS	Random glucose	GLYCEMIC	phenotype
PORTAL:0000334	portal	BSadjFastingTime	Random glucose adj fasting time	GLYCEMIC	adjusted
PORTAL:0000335	portal	BSandFG	Random and fasting glucose	GLYCEMIC	phenotype
PORTAL:0000336	portal	CIR	Corrected insulin response (CIR)	GLYCEMIC	phenotype
PORTAL:0000337	portal	CIRadjISI	Corrected insulin response adj Matsuda ISI	GLYCEMIC	adjusted
PORTAL:0000338	portal	CPEP_FAST	Fasting C-peptide	GLYCEMIC	phenotype
PORTAL:0000339	portal	DI	Disposition index	GLYCEMIC	phenotype
PORTAL:0000340	portal	DIBIG	Disposition index calculated by BIGTT-AIR and BIGTT-S	GLYCEMIC	phenotype
PORTAL:0000341	portal	DI_Kadowaki_Matsuda	Disposition index calculated by modified insulinogenic and Matsuda insulin sensitivity indexes	GLYCEMIC	phenotype
PORTAL:0000342	portal	DIadjBMI	Disposition index adj BMI	GLYCEMIC	adjusted
PORTAL:0000343	portal	FG	Fasting glucose	GLYCEMIC	phenotype
PORTAL:0000344	portal	FG_plus_diab	Fasting plasma glucose in subjects with and without diabetes	GLYCEMIC	phenotype
PORTAL:0000345	portal	FGadjBMI	Fasting glucose adj BMI	GLYCEMIC	adjusted
PORTAL:0000346	portal	FGinterBMI	Fasting glucose-BMI interaction	GLYCEMIC	phenotype
PORTAL:0000347	portal	FGovertime	Fasting glucose change over time	GLYCEMIC	phenotype
PORTAL:0000348	portal	FI	Fasting insulin	GLYCEMIC	phenotype
PORTAL:0000349	portal	FIadjBMI	Fasting insulin adj BMI	GLYCEMIC	adjusted
PORTAL:0000350	portal	FIinterBMI	Fasting insulin-BMI interaction	GLYCEMIC	phenotype
PORTAL:0000351	portal	FT3	Free triiodothyronine (FT3)	GLYCEMIC	phenotype
PORTAL:0000352	portal	FT3overFT4	Free triiodothyronine to free thyroxine ratio	GLYCEMIC	phenotype
PORTAL:0000353	portal	FT4	Free thyroxine (FT4)	GLYCEMIC	phenotype
PORTAL:0000354	portal	GluCorticoidDef	Glucocorticoid deficiency	GLYCEMIC	phenotype
PORTAL:0000355	portal	HBA1C	HbA1c	GLYCEMIC	phenotype
PORTAL:0000356	portal	HBA1CadjBMI	HbA1c adj BMI	GLYCEMIC	adjusted
PORTAL:0000357	portal	HOMAB	HOMA-B	GLYCEMIC	phenotype
PORTAL:0000358	portal	HOMABadjBMI	HOMA-B adjusted for BMI	GLYCEMIC	adjusted
PORTAL:0000359	portal	HOMAIR	HOMA-IR	GLYCEMIC	phenotype
PORTAL:0000360	portal	HOMAIRadjBMI	HOMA-IR adjusted for BMI	GLYCEMIC	adjusted
PORTAL:0000361	portal	HyperParaThyroid	Hyperparathyroidism	GLYCEMIC	phenotype
PORTAL:0000362	portal	HyperThyroid	Hyperthyroidism	GLYCEMIC	phenotype
PORTAL:0000363	portal	Hyperaldosteronism	Hyperaldosteronism	GLYCEMIC	phenotype
PORTAL:0000364	portal	HypoThyroidNOS	Hypothyroidism, not otherwise specified	GLYCEMIC	phenotype
PORTAL:0000365	portal	IFC	Insulin fold change during OGTT	GLYCEMIC	phenotype
PORTAL:0000366	portal	IFCadjBMI	Insulin fold change during OGTT adj BMI	GLYCEMIC	adjusted
PORTAL:0000367	portal	IGI	Insulinogenic index	GLYCEMIC	phenotype
PORTAL:0000368	portal	ISI	Matsuda insulin sensitivity index (ISI)	GLYCEMIC	phenotype
PORTAL:0000369	portal	ISIadjAgeSex	Modified Stumvoll ISI adj age-sex	GLYCEMIC	adjusted
PORTAL:0000370	portal	ISIadjAgeSexBMI	Modified Stumvoll ISI adj age-sex-BMI	GLYCEMIC	interaction
PORTAL:0000371	portal	ISIadjBMIinterGenoBMI	Modified Stumvoll ISI adj genotype-BMI interaction	GLYCEMIC	adjusted
PORTAL:0000372	portal	ISR	Insulin secretion rate	GLYCEMIC	phenotype
PORTAL:0000373	portal	ISRadjBMI	Insulin secretion rate adj BMI	GLYCEMIC	adjusted
PORTAL:0000374	portal	ISen	Insulin sensitivity	GLYCEMIC	phenotype
PORTAL:0000375	portal	ISenBMI	Insulin sensitivity adj BMI	GLYCEMIC	phenotype
PORTAL:0000376	portal	Incr30	Incremental insulin at 30 min OGTT	GLYCEMIC	phenotype
PORTAL:0000377	portal	Ins30	Insulin at 30 min OGTT	GLYCEMIC	phenotype
PORTAL:0000378	portal	Ins30adjBMI	Insulin at 30 min OGTT adj BMI	GLYCEMIC	adjusted
PORTAL:0000379	portal	PEAK	Peak insulin response	GLYCEMIC	phenotype
PORTAL:0000380	portal	PEAKadjBMInSI	Peak insulin response adj BMI-SI	GLYCEMIC	adjusted
PORTAL:0000381	portal	PEAKadjSI	Peak insulin response adj SI	GLYCEMIC	adjusted
PORTAL:0000382	portal	PI	Fasting proinsulin	GLYCEMIC	phenotype
PORTAL:0000383	portal	PIadjBMI	Fasting proinsulin adj BMI	GLYCEMIC	adjusted
PORTAL:0000384	portal	PancreasFat	Pancreas fat	GLYCEMIC	phenotype
PORTAL:0000385	portal	PancreasIron	Pancreas iron content	GLYCEMIC	phenotype
PORTAL:0000386	portal	Pancreas_volume	Pancreas volume	GLYCEMIC	phenotype
PORTAL:0000387	portal	PituitaryHyper	Pituitary hyperfunction	GLYCEMIC	phenotype
PORTAL:0000388	portal	PituitaryHypo	Pituitary hypofunction	GLYCEMIC	phenotype
PORTAL:0000389	portal	SecHypoThyroid	Secondary hypothyroidism	GLYCEMIC	phenotype
PORTAL:0000390	portal	SmokingFGint	Smoking-fasting glucose interaction	GLYCEMIC	interaction
PORTAL:0000391	portal	SmokingFGjoint	Smoking-fasting glucose interaction, joint 2-degree-of-freedom test	GLYCEMIC	interaction
PORTAL:0000392	portal	SmokingFGmain	Smoking-fasting glucose interaction, main effect model	GLYCEMIC	interaction
PORTAL:0000393	portal	SmokingT2Dint	Smoking-T2D interaction	GLYCEMIC	interaction
PORTAL:0000394	portal	SmokingT2Djoint	Smoking-T2D interaction, joint 2-degree-of-freedom test	GLYCEMIC	interaction
PORTAL:0000395	portal	SmokingT2Dmain	Smoking-T2D interaction, main effect model	GLYCEMIC	interaction
PORTAL:0000396	portal	Spleen_volume	Spleen volume	GLYCEMIC	phenotype
PORTAL:0000397	portal	Stumvoll	Stumvoll first-phase secretion	GLYCEMIC	phenotype
PORTAL:0000398	portal	T2D	Type 2 diabetes (T2D)	GLYCEMIC	phenotype
PORTAL:0000399	portal	T2D_age-related	Mild age-related type 2 diabetes	GLYCEMIC	phenotype
PORTAL:0000400	portal	T2D_autoimmune	Severe autoimmune type 2 diabetes	GLYCEMIC	phenotype
PORTAL:0000401	portal	T2D_insulin-deficient	Severe insulin-deficient type 2 diabetes	GLYCEMIC	phenotype
PORTAL:0000402	portal	T2D_insulin-resistant	Severe insulin-resistant type 2 diabetes	GLYCEMIC	phenotype
PORTAL:0000403	portal	T2D_nopreg	Type 2 diabetes (with no history of pregnancy)	GLYCEMIC	phenotype
PORTAL:0000404	portal	T2D_obesity-related	Mild obesity-related type 2 diabetes	GLYCEMIC	phenotype
PORTAL:0000405	portal	T2D_preg	Type 2 diabetes (with history of pregnancy)	GLYCEMIC	phenotype
PORTAL:0000406	portal	T2DadjBMI	Type 2 diabetes (T2D) adj BMI	GLYCEMIC	adjusted
PORTAL:0000407	portal	T2DwKA	Type 2 diabetes with ketoacidosis	GLYCEMIC	phenotype
PORTAL:0000408	portal	T2DwNM	Type 2 diabetes with neurological manifestations	GLYCEMIC	phenotype
PORTAL:0000409	portal	T2DwOM	Type 2 diabetes with ophthalmic manifestations	GLYCEMIC	phenotype
PORTAL:0000410	portal	T2DwPC	Type 2 diabetes with peripheral circulatory manifestations	GLYCEMIC	phenotype
PORTAL:0000411	portal	T2DwRM	Type 2 diabetes with renal manifestations	GLYCEMIC	phenotype
PORTAL:0000412	portal	TSH	Thyroid-stimulating hormone levels	GLYCEMIC	phenotype
PORTAL:0000413	portal	TT3	Total triiodothyronine (TT3)	GLYCEMIC	phenotype
PORTAL:0000414	portal	TT3overFT4	Total triiodothyronine to free thyroxine ratio	GLYCEMIC	phenotype
PORTAL:0000415	portal	Thyroid	Hypothyroidism	GLYCEMIC	phenotype
PORTAL:0000416	portal	YouthT2D	Youth-onset type 2 diabetes (T2D)	GLYCEMIC	phenotype
PORTAL:0000417	portal	pancreasT1time	Pancreas T1 time	GLYCEMIC	phenotype
PORTAL:0000418	portal	xinsG30	Modified insulinogenic index	GLYCEMIC	phenotype
PORTAL:0000419	portal	xinsdG30	Insulinogenic index	GLYCEMIC	phenotype
PORTAL:0000420	portal	BasoCount	Basophil count	HEMATOLOGICAL	phenotype
PORTAL:0000421	portal	BasoPerc	Basophil percentage	HEMATOLOGICAL	phenotype
PORTAL:0000422	portal	ESR	Erythrocyte sedimentation rate	HEMATOLOGICAL	phenotype
PORTAL:0000423	portal	EosinCount	Eosinophil count	HEMATOLOGICAL	stratified
PORTAL:0000424	portal	EosinPerc	Eosinophil percentage	HEMATOLOGICAL	stratified
PORTAL:0000425	portal	Fbg	Fibrinogen	HEMATOLOGICAL	phenotype
PORTAL:0000426	portal	Hb	Hemoglobin	HEMATOLOGICAL	phenotype
PORTAL:0000427	portal	HbConc	Hemoglobin concentration	HEMATOLOGICAL	phenotype
PORTAL:0000428	portal	Hematocrit	Hematocrit	HEMATOLOGICAL	phenotype
PORTAL:0000429	portal	HighScatReticuloCount	Highlight scatter reticulocyte count	HEMATOLOGICAL	phenotype
PORTAL:0000430	portal	HighScatReticuloPerc	Highlight scatter reticulocyte percentage	HEMATOLOGICAL	phenotype
PORTAL:0000431	portal	HmPerc	Hematocrit percentage	HEMATOLOGICAL	phenotype
PORTAL:0000432	portal	ImReticuloFrac	Immature reticulocyte fraction	HEMATOLOGICAL	phenotype
PORTAL:0000433	portal	LymphoCount	Lymphocyte count	HEMATOLOGICAL	phenotype
PORTAL:0000434	portal	LymphoPerc	Lymphocyte percentage	HEMATOLOGICAL	phenotype
PORTAL:0000435	portal	MeanCorpHb	Mean corpuscular hemoglobin	HEMATOLOGICAL	phenotype
PORTAL:0000436	portal	MeanCorpHbConc	Mean corpuscular hemoglobin concentration	HEMATOLOGICAL	phenotype
PORTAL:0000437	portal	MeanCorpVol	Mean corpuscular volume	HEMATOLOGICAL	phenotype
PORTAL:0000438	portal	MeanReticuloVol	Mean reticulocyte volume	HEMATOLOGICAL	phenotype
PORTAL:0000439	portal	MeanSpheredVol	Mean sphered cell volume	HEMATOLOGICAL	phenotype
PORTAL:0000440	portal	MonoCount	Monocyte count	HEMATOLOGICAL	phenotype
PORTAL:0000441	portal	MonoPerc	Monocyte percentage	HEMATOLOGICAL	phenotype
PORTAL:0000442	portal	NeutCount	Neutrophil count	HEMATOLOGICAL	phenotype
PORTAL:0000443	portal	NeutroPerc	Neutrophil percentage	HEMATOLOGICAL	phenotype
PORTAL:0000444	portal	NucleatedRedCount	Nucleated red blood cell count	HEMATOLOGICAL	phenotype
PORTAL:0000445	portal	NucleatedRedPerc	Nucleated red blood cell percentage	HEMATOLOGICAL	phenotype
PORTAL:0000446	portal	PlatCount	Platelet count	HEMATOLOGICAL	phenotype
PORTAL:0000447	portal	PlatCrit	Plateletcrit (PCT)	HEMATOLOGICAL	phenotype
PORTAL:0000448	portal	PlatDistWidth	Platelet distribution width	HEMATOLOGICAL	phenotype
PORTAL:0000449	portal	PlatVol	Mean platelet volume	HEMATOLOGICAL	phenotype
PORTAL:0000450	portal	RBCDistWidth	Red blood cell distribution width	HEMATOLOGICAL	phenotype
PORTAL:0000451	portal	RedCount	Red blood cell count	HEMATOLOGICAL	phenotype
PORTAL:0000452	portal	ReticuloCount	Reticulocyte count	HEMATOLOGICAL	phenotype
PORTAL:0000453	portal	ReticuloPerc	Reticulocyte percentage	HEMATOLOGICAL	phenotype
PORTAL:0000454	portal	TotalProtein	Total plasma protein	HEMATOLOGICAL	phenotype
PORTAL:0000455	portal	WBC	White blood cell count	HEMATOLOGICAL	phenotype
PORTAL:0000456	portal	ALP	Alkaline phosphatase (ALP)	HEPATIC	phenotype
PORTAL:0000457	portal	ALT	Alanine transaminase (ALT)	HEPATIC	phenotype
PORTAL:0000458	portal	AST	Aspartate aminotransferase (AST)	HEPATIC	phenotype
PORTAL:0000459	portal	AST_ALT_ratio	AST-ALT ratio	HEPATIC	phenotype
PORTAL:0000460	portal	Alb	Serum albumin	HEPATIC	phenotype
PORTAL:0000461	portal	BILIRUBIN	Total bilirubin	HEPATIC	phenotype
PORTAL:0000462	portal	Cirrhosis	Cirrhosis	HEPATIC	phenotype
PORTAL:0000463	portal	DirectBilirubin	Direct bilirubin	HEPATIC	phenotype
PORTAL:0000464	portal	GGT	Gamma-glutamyl transferase (GGT)	HEPATIC	phenotype
PORTAL:0000465	portal	LPDFF	Liver proton density fat fraction	HEPATIC	phenotype
PORTAL:0000466	portal	LiverAge	Liver age	HEPATIC	phenotype
PORTAL:0000467	portal	LiverFat	Liver fat content	HEPATIC	phenotype
PORTAL:0000468	portal	LiverIron	Liver iron content	HEPATIC	phenotype
PORTAL:0000469	portal	Liver_volume	Liver volume	HEPATIC	phenotype
PORTAL:0000470	portal	NAFLD	NAFLD	HEPATIC	phenotype
PORTAL:0000471	portal	NAFLDfibrosis	Liver fibrosis score in NAFLD	HEPATIC	phenotype
PORTAL:0000472	portal	NAFLDscore	NAFLD Activity Score (NAS)	HEPATIC	phenotype
PORTAL:0000473	portal	PBC	Primary biliary cholangitis	HEPATIC	phenotype
PORTAL:0000474	portal	PSC	Primary sclerosing cholangitis	HEPATIC	phenotype
PORTAL:0000475	portal	liverT1time	Liver T1 time	HEPATIC	phenotype
PORTAL:0000476	portal	HERMES_allcause_death	All Cause Death (HERMES)	HERMES_PHENOTYPES	phenotype
PORTAL:0000477	portal	HERMES_allcause_death_adj	All Cause Death Adj. (HERMES)	HERMES_PHENOTYPES	adjusted
PORTAL:0000478	portal	HERMES_composite_1	Composite 1 (HERMES)	HERMES_PHENOTYPES	phenotype
PORTAL:0000479	portal	HERMES_composite_1_adj	Composite 1 Adj. (HERMES)	HERMES_PHENOTYPES	adjusted
PORTAL:0000480	portal	HERMES_composite_2	Composite 2 (HERMES)	HERMES_PHENOTYPES	phenotype
PORTAL:0000481	portal	HERMES_composite_2_adj	Composite 2 Adj. (HERMES)	HERMES_PHENOTYPES	adjusted
PORTAL:0000482	portal	IGVF_CHOL	Total cholesterol (IGVF)	IGVF_LIPIDS	phenotype
PORTAL:0000483	portal	IGVF_HDL	HDL cholesterol (IGVF)	IGVF_LIPIDS	phenotype
PORTAL:0000484	portal	IGVF_LDL	LDL cholesterol (IGVF)	IGVF_LIPIDS	phenotype
PORTAL:0000485	portal	IGVF_TG	Triglycerides (IGVF)	IGVF_LIPIDS	phenotype
PORTAL:0000486	portal	IGVF_nonHDL	Non-HDL cholesterol (IGVF)	IGVF_LIPIDS	phenotype
PORTAL:0000487	portal	Addison	Autoimmune Addison's disease	IMMUNOLOGICAL	disease
PORTAL:0000488	portal	AllergicRhinitis	Allergic rhinitis	IMMUNOLOGICAL	phenotype
PORTAL:0000489	portal	Allergy	Allergic disease (asthma, hay fever, or eczema)	IMMUNOLOGICAL	disease
PORTAL:0000490	portal	BVchangeMS	Brain volume change in multiple sclerosis progression	IMMUNOLOGICAL	phenotype
PORTAL:0000491	portal	Celiac	Celiac disease	IMMUNOLOGICAL	disease
PORTAL:0000492	portal	Gout	Gout	IMMUNOLOGICAL	phenotype
PORTAL:0000493	portal	Graves	Graves' disease	IMMUNOLOGICAL	disease
PORTAL:0000494	portal	LADA	Latent autoimmune diabetes in adults	IMMUNOLOGICAL	phenotype
PORTAL:0000495	portal	MultipleSclerosis	Multiple sclerosis	IMMUNOLOGICAL	phenotype
PORTAL:0000496	portal	Myasthenia_gravis	Myasthenia gravis	IMMUNOLOGICAL	phenotype
